student_id,week,persona,department,year,prev_gpa,avg_sleep_hours,sleep_variability,self_reported_study_hours,library_days_per_week,avg_daily_online_hours,typical_connection_window_start,stress_level,mood_score,avg_steps_per_day,cafeteria_veg_pref,roommate_conflicts_reported,semester_gpa,at_risk_next_month,PC1,PC2,PC3,risk_probability,risk_prediction
s_1054,10,early_bird_focused,MECH,2,3.5390566459205437,7.342297228261815,0.2,30.626619301095552,5.26337827479005,1.807134811816761,6.443394039341745,1.6750710402664684,4.664977977588036,7245.147564015065,1,0,3.7918427436122752,0,2.882868175703835,-0.5790651477196875,0.27878418292163964,0.0,0
s_1055,10,balanced_all_rounder,CS,2,2.963286088001393,4.956449765601146,0.4250357420544478,17.8968220626535,2.7114229411462767,2.3597152849269016,8.62282030408516,2.501142450840109,2.9838732760753865,6765.367891510653,0,0,3.157508395061204,0,0.7558270151621366,0.06388794280228278,-1.2014584319602328,0.04021211064110655,0
s_1056,10,night_owl_socializer,CS,2,3.0740560428266486,4.990804872146256,1.7049124583811475,16.14416090137218,1.3916518017736377,8.6118710205964,6.589827149503659,3.140316589825444,3.7087457839915867,6236.215762878191,0,0,3.0443085105356853,0,0.028209498829210707,0.12208981132988356,-1.123583144058675,0.07728069579318668,0
s_1057,10,balanced_all_rounder,CS,2,3.1127206781050965,8.561226303929795,0.7264983305587832,17.44950269221444,3.2937973446995663,5.05008341325675,8.034696422959307,2.35992667344647,3.828632785964461,8410.148953126672,1,0,3.5562199489619353,0,1.4471875803807313,-0.1690243039413301,0.9385184338715626,0.0,0
s_1058,10,balanced_all_rounder,MECH,4,3.150678813270812,7.976961274753071,0.9549037374472501,14.976450971029125,2.7950703481832915,5.4687419611565815,11.382689919952963,2.9026315677398187,4.290624184327107,8093.846680240966,0,0,3.4464247795828893,0,1.0199528568254497,0.7977861234967629,-0.015746630016003155,0.0,0
s_1059,10,sporadic_at_risk,ECE,1,2.754691853303501,5.847682351939109,2.7782822990885587,13.147507943389273,0.9827925130946976,12.0,13.779634971947086,3.9704280727261887,3.0918677264064085,2768.924309004853,0,0,2.2765910019979123,0,-1.9680449876977828,0.42451648126857683,-0.34764506951500684,0.13832322545010814,0
s_1060,10,balanced_all_rounder,CS,4,3.460752638265503,7.4342524288466665,0.7599971946892656,15.588665504544391,0.8382135983924905,5.995430896913593,11.877554504606012,2.628131790624392,3.9622583065230277,7511.315813589271,1,0,3.264557789735518,0,0.7840272815238802,-0.5307822541768576,0.6163207069639306,0.007424855491329481,0
s_1061,10,night_owl_socializer,CIVIL,4,2.813287674492272,6.298636267871042,1.5406831864334967,10.645085281656865,0.0,5.806646160516349,12.529767562779016,2.872273663469027,3.0134596810079812,6734.456924753645,0,0,2.577350430086602,0,-0.5404802104960635,0.4853458661648644,-0.4627699283257207,0.05647680281189486,0
s_1062,10,sporadic_at_risk,ECE,3,2.0,3.0,1.9272995779204367,0.0,0.15583920070902849,7.948722050885783,13.910563572168543,5.0,2.081868969557597,2648.683162211991,1,0,1.663840108584229,1,-3.129673567529837,-1.274213001366235,-0.33718528972552664,0.7069712401235759,1
s_1063,10,night_owl_socializer,CIVIL,1,3.175271040999977,4.3428431678553965,1.2300762558352185,12.192808991750631,0.0,5.476696307040417,13.230539729496211,3.611974213855554,2.402601149061333,4837.5381187789835,0,0,2.446870848344482,0,-0.9177476468512552,-0.10108798274447078,-1.2001500623037118,0.082042893820481,0
s_1064,10,early_bird_focused,CS,3,3.4711093277808294,7.056132504628059,0.6747847418801615,26.982746543458457,5.5118969529225,2.76267936657197,7.14386405644443,1.8330525868306637,4.382831927819837,8217.27214210115,1,0,3.7323493395854075,0,2.4939325054764008,-0.6876456171768879,0.4373847018747477,0.0,0
s_1065,10,balanced_all_rounder,CS,4,3.1547473653682734,6.349570123390768,0.28920616147907385,13.38326014742219,2.009841870491785,1.0,9.990518435557052,2.457584676933238,2.8133984858180288,10173.82447823521,0,0,3.0305726577507817,0,1.2068683657423718,0.2406571459461569,-0.741551137493872,0.005954570037858301,0
s_1066,10,sporadic_at_risk,CS,2,2.351815297204444,8.357703222334278,2.6706597989530985,6.16877326328709,0.0,6.375979144318611,12.812205904627856,4.242367783880462,1.3047812867451902,2027.9651963945207,0,0,2.9200631760832256,0,-2.4397182927082235,1.4569335778038808,0.5827250712506342,0.5360393293721555,1
s_1067,10,night_owl_socializer,ECE,1,3.0157868102797667,4.568898868367154,1.5528297640857363,20.920633850983766,1.3154503450439115,5.462366897717673,11.464430915072853,3.0853503009485417,3.675483039647746,5218.862188287041,1,0,4.0,0,-0.14329949519881763,-1.2719671725073851,-0.2996088949428932,0.0797720313762298,0
s_1068,10,early_bird_focused,CIVIL,3,3.5964636046619227,7.086632861338805,0.709578175513979,30.21034065494139,3.675024533997831,3.6562861803824607,9.617555491646684,1.9417781219275068,4.363246045144403,7191.428098785506,0,0,3.8503018642608176,0,2.115265047237318,0.43108690966643476,-0.3033417668610498,0.0,0
s_1069,10,night_owl_socializer,MECH,3,2.900637512658319,5.570773895405762,1.6085562765242927,6.392235428303814,0.9852428274914616,8.577724522398544,15.640828152087002,3.65165231863763,3.9484771949494917,6121.817643850853,1,0,2.8744247829261393,0,-0.931617268572475,-0.8348802438120839,0.29444819672089645,0.15707369669266621,0
s_1070,10,balanced_all_rounder,ECE,3,3.1832264148027343,6.939732473553224,1.0368485998559196,9.061699008084643,2.2124172351700744,6.972497443523318,8.146887803215863,2.7309364749766587,3.0374260932008244,8138.177754525263,0,0,3.097831829145987,0,0.48348495026411764,0.36477897237149426,-0.19137650408512275,0.018808197421093423,0
s_1071,10,sporadic_at_risk,MECH,2,2.249598921206995,4.239782673064089,2.445345224422964,5.049484088005936,0.0,7.683054154547056,11.68627510298933,4.092944874961726,1.6974570090599947,3892.26938231151,0,0,2.6040332772657764,0,-2.4862583807102046,0.2589313007978133,-1.1106867144476713,0.7119455754689445,1
s_1072,10,early_bird_focused,MECH,3,3.545931856696826,7.951635975778537,0.3239724436524873,27.237437312552125,4.122110058294112,3.4346584805883245,8.015361880912673,2.1075351157964444,3.2803002331552698,8068.253932673465,0,0,3.723457850090346,0,2.0929121054123225,0.672800066378828,-0.07642366561416436,0.0,0
s_1073,10,balanced_all_rounder,CS,4,2.6634668770192578,4.7503194383792415,0.7242839970608843,13.37303994265669,2.8899100059565876,4.384422522429969,10.002991779905026,2.3178189282428203,2.825615207767136,8467.527088557386,1,0,2.8594457747061837,0,0.287098580983344,-1.1084602866213717,-0.38603755268999695,0.034667474904739766,0
s_1074,10,night_owl_socializer,MECH,3,3.036831944671199,5.328050900922611,1.2239744698947757,14.204555545942,1.901351453479103,6.609749715242655,10.883846381173527,4.293370044953463,2.539814455193909,6493.359205407359,1,0,3.566190953545053,0,-0.5044019306751107,-0.9332415543108448,0.034010311293365625,0.3058530357120304,0
s_1075,10,night_owl_socializer,MECH,4,2.877844463915306,5.0423674634921305,1.008929709212058,9.922271365352017,0.6693092495306381,1.8053067109614318,7.8271558586585455,3.6502408656366456,3.5788245733521173,4941.746424882362,0,0,2.8330176181947735,0,-0.0038425467120760046,0.23183533853804172,-1.0467545936946712,0.03771323765302277,0
s_1076,10,sporadic_at_risk,MECH,2,2.702929622182519,3.0,2.3746108603058964,0.0,0.0,12.0,14.434151887236128,4.695706282998021,1.6419920935180286,3428.7666054719175,0,0,1.7699524491473926,0,-3.0823812552828915,-0.17697519950151958,-1.536236934866444,0.5358755508706354,1
s_1077,10,balanced_all_rounder,CIVIL,3,3.4928573232452687,7.440174505410005,0.6455690666236893,13.668733792581287,0.22423189257967313,3.6143822028825503,9.863816726379516,2.485190134560069,4.037155092074874,8132.454379767996,1,0,3.104206299412425,0,1.1952434434925652,-0.5948160394612778,0.7107171485271867,0.0,0
s_1078,10,night_owl_socializer,CIVIL,4,2.8901754901441565,4.841593596075429,1.7093706225387926,10.15542726637448,1.2310958515574975,2.6374163608974186,12.472737435633405,3.9164807121173624,2.2756412266176564,3730.6743150938028,0,0,2.968899187543008,0,-1.0526646636049815,0.21926624625835472,-0.935605819812275,0.06525203555058434,0
s_1079,10,early_bird_focused,CS,1,3.3996280719878857,5.916965672207562,0.5400895646344055,34.153572984306024,4.619999307619977,4.347980560874473,9.685804233011934,2.366641629186943,3.1223586001157626,7174.824393431752,0,0,3.6652499785362154,0,1.582725923443378,0.1521667976447505,-0.9073050172074564,0.0,0
s_1080,10,sporadic_at_risk,CIVIL,4,2.2953982628189142,6.600910000029227,2.8536922378260487,2.8723225355847486,0.6833710591407864,8.981159597644902,11.737224219033696,4.585759535668497,2.788761917487877,6841.439745983213,1,0,3.2988952464738546,0,-1.8480958200075268,-0.3721460070679086,0.6328699010009255,0.21767922647751875,0
s_1081,10,night_owl_socializer,CS,2,3.2535044771166044,6.836177532785782,1.6509534978472018,10.475810565382007,0.9777834951983037,7.148494532960332,14.142627718336993,3.928968850997168,3.890798254189001,5651.832729875607,1,0,3.073457391548182,0,-0.42677421402449217,-0.5369629798546215,0.5506843594772646,0.06919545640815136,0
s_1082,10,sporadic_at_risk,CIVIL,1,2.1165105424174264,9.722157933267376,2.700148168540521,6.016528771953863,0.0,7.739884023042185,19.25361179051876,4.053078922592249,2.0394048343968656,5392.726956083199,0,0,2.8001270635561855,1,-2.3376923292379623,1.6408652516609394,1.1855551161451743,0.7058028061965653,1
s_1083,10,night_owl_socializer,MECH,2,3.348814185652863,6.1377918249951335,1.9772800188415949,11.287705623438482,0.650086238218142,7.257723984626326,12.260837558600807,3.018792808815715,2.7683997479364124,8130.489644596414,1,0,2.947358270633455,0,-0.27689287796649376,-0.8373038564375972,0.09144818241545616,0.036728664120834704,0
s_1084,10,balanced_all_rounder,CS,2,3.2357992408331695,7.102176006336855,1.2297774979953058,13.341023540566205,0.6714352141319817,6.995292551338213,8.546353573529732,1.8962123334562835,2.5460561619647404,8795.417020560706,0,0,3.56342687320803,0,0.457289385717955,0.5297542013379647,-0.424515970935176,0.008243074619416027,0
s_1085,10,early_bird_focused,CS,3,3.0155135984953283,7.69506237906349,0.46285296886626764,10.670715637727879,4.453995744034392,6.06108009906241,10.864722635905789,1.6359931604999292,4.151147098657035,7910.702694024716,0,0,3.2233817398244287,0,1.26040049905067,0.7246732023032215,0.08232500276262417,0.0,0
s_1086,10,sporadic_at_risk,MECH,2,2.254726864230455,8.052470542054072,2.5417125588201306,9.437547215801747,0.31588576101203736,9.987093739418654,13.03631850553359,3.8216731507661246,2.319430663435082,3371.802730229192,0,0,2.1512775422552664,0,-2.115154744587891,1.3228920825047628,0.39310534266514957,0.29275408391439856,0
